in s,C1 in V
1.33E+00,-2.51E+00
1.33E+00,-2.41E+00
1.33E+00,-2.35E+00
1.33E+00,-2.45E+00
1.33E+00,-2.37E+00
1.33E+00,-2.39E+00
1.33E+00,-2.43E+00
1.33E+00,-2.37E+00
1.33E+00,-2.45E+00
1.33E+00,-2.41E+00
1.33E+00,-2.37E+00
1.33E+00,-2.55E+00
1.33E+00,-2.35E+00
1.33E+00,-2.41E+00
1.33E+00,-2.59E+00
1.33E+00,-2.33E+00
1.33E+00,-2.29E+00
1.33E+00,-2.43E+00
1.33E+00,-2.47E+00
1.33E+00,-2.33E+00
1.33E+00,-2.47E+00
1.33E+00,-2.31E+00
1.33E+00,-2.43E+00
1.33E+00,-2.45E+00
1.33E+00,-2.35E+00
1.33E+00,-2.49E+00
1.33E+00,-2.43E+00
1.33E+00,-2.39E+00
1.33E+00,-2.61E+00
1.33E+00,-2.35E+00
1.33E+00,-2.29E+00
1.33E+00,-2.55E+00
1.33E+00,-2.37E+00
1.33E+00,-2.29E+00
1.33E+00,-2.51E+00
1.33E+00,-2.35E+00
1.33E+00,-2.35E+00
1.33E+00,-2.39E+00
1.33E+00,-2.33E+00
1.33E+00,-2.39E+00
1.33E+00,-2.37E+00
1.33E+00,-2.35E+00
1.33E+00,-2.45E+00
1.33E+00,-2.37E+00
1.33E+00,-2.31E+00
1.33E+00,-2.53E+00
1.33E+00,-2.37E+00
1.33E+00,-2.37E+00
1.33E+00,-2.51E+00
1.33E+00,-2.37E+00
1.33E+00,-2.37E+00
1.33E+00,-2.43E+00
1.33E+00,-2.31E+00
1.33E+00,-2.35E+00
1.33E+00,-2.43E+00
1.33E+00,-2.35E+00
1.33E+00,-2.45E+00
1.33E+00,-2.33E+00
1.33E+00,-2.35E+00
1.33E+00,-2.51E+00
1.33E+00,-2.37E+00
1.33E+00,-2.39E+00
1.33E+00,-2.49E+00
1.33E+00,-2.33E+00
1.33E+00,-2.29E+00
1.33E+00,-2.47E+00
1.33E+00,-2.41E+00
1.33E+00,-2.33E+00
1.33E+00,-2.45E+00
1.33E+00,-2.41E+00
1.33E+00,-2.35E+00
1.33E+00,-2.41E+00
1.33E+00,-2.29E+00
1.33E+00,-2.49E+00
1.33E+00,-2.37E+00
1.33E+00,-2.26E+00
1.33E+00,-2.55E+00
1.33E+00,-2.29E+00
1.33E+00,-2.33E+00
1.33E+00,-2.51E+00
1.33E+00,-2.31E+00
1.33E+00,-2.29E+00
1.33E+00,-2.39E+00
1.33E+00,-2.29E+00
1.33E+00,-2.35E+00
1.33E+00,-2.41E+00
1.33E+00,-2.31E+00
1.33E+00,-2.35E+00
1.33E+00,-2.45E+00
1.33E+00,-2.24E+00
1.33E+00,-2.49E+00
1.33E+00,-2.33E+00
1.33E+00,-2.29E+00
1.33E+00,-2.55E+00
1.33E+00,-2.31E+00
1.33E+00,-2.31E+00
1.33E+00,-2.45E+00
1.33E+00,-2.28E+00
1.33E+00,-2.29E+00
1.33E+00,-2.43E+00
1.33E+00,-2.26E+00
1.33E+00,-2.35E+00
1.33E+00,-2.39E+00
1.33E+00,-2.28E+00
1.33E+00,-2.43E+00
1.33E+00,-2.39E+00
1.33E+00,-2.33E+00
1.33E+00,-2.45E+00
1.33E+00,-2.37E+00
1.33E+00,-2.33E+00
1.33E+00,-2.51E+00
1.33E+00,-2.33E+00
1.33E+00,-2.24E+00
1.33E+00,-2.37E+00
1.33E+00,-2.29E+00
1.33E+00,-2.28E+00
1.33E+00,-2.41E+00
1.33E+00,-2.31E+00
1.33E+00,-2.31E+00
1.33E+00,-2.29E+00
1.33E+00,-2.28E+00
1.33E+00,-2.43E+00
1.33E+00,-2.28E+00
1.33E+00,-2.31E+00
1.33E+00,-2.45E+00
1.33E+00,-2.33E+00
1.33E+00,-2.22E+00
1.33E+00,-2.43E+00
1.33E+00,-2.26E+00
1.33E+00,-2.26E+00
1.33E+00,-2.35E+00
1.33E+00,-2.20E+00
1.33E+00,-2.28E+00
1.33E+00,-2.35E+00
1.33E+00,-2.22E+00
1.33E+00,-2.24E+00
1.33E+00,-2.28E+00
1.33E+00,-2.28E+00
1.33E+00,-2.37E+00
1.33E+00,-2.20E+00
1.33E+00,-2.26E+00
1.33E+00,-2.49E+00
1.33E+00,-2.29E+00
1.33E+00,-2.22E+00
1.33E+00,-2.43E+00
1.33E+00,-2.26E+00
1.33E+00,-2.28E+00
1.33E+00,-2.29E+00
1.33E+00,-2.22E+00
1.33E+00,-2.22E+00
1.33E+00,-2.24E+00
1.33E+00,-2.22E+00
1.33E+00,-2.31E+00
1.33E+00,-2.22E+00
1.33E+00,-2.24E+00
1.33E+00,-2.33E+00
1.33E+00,-2.22E+00
1.33E+00,-2.18E+00
1.33E+00,-2.39E+00
1.33E+00,-2.20E+00
1.33E+00,-2.18E+00
1.33E+00,-2.37E+00
1.33E+00,-2.26E+00
1.33E+00,-2.22E+00
1.33E+00,-2.29E+00
1.33E+00,-2.16E+00
1.33E+00,-2.20E+00
1.33E+00,-2.29E+00
1.33E+00,-2.18E+00
1.33E+00,-2.29E+00
1.33E+00,-2.16E+00
1.33E+00,-2.29E+00
1.33E+00,-2.37E+00
1.33E+00,-2.18E+00
1.33E+00,-2.16E+00
1.33E+00,-2.35E+00
1.33E+00,-2.16E+00
1.33E+00,-2.16E+00
1.33E+00,-2.26E+00
1.33E+00,-2.14E+00
1.33E+00,-2.28E+00
1.33E+00,-2.28E+00
1.33E+00,-2.08E+00
1.33E+00,-2.16E+00
1.33E+00,-2.20E+00
1.33E+00,-2.10E+00
1.33E+00,-2.33E+00
1.33E+00,-2.18E+00
1.33E+00,-2.12E+00
1.33E+00,-2.35E+00
1.33E+00,-2.14E+00
1.33E+00,-2.12E+00
1.33E+00,-2.29E+00
1.33E+00,-2.14E+00
1.33E+00,-2.14E+00
1.33E+00,-2.26E+00
1.33E+00,-2.14E+00
1.33E+00,-2.16E+00
1.33E+00,-2.14E+00
1.33E+00,-2.12E+00
1.33E+00,-2.24E+00
1.33E+00,-2.18E+00
1.33E+00,-2.10E+00
1.33E+00,-2.29E+00
1.33E+00,-2.14E+00
1.33E+00,-2.12E+00
1.33E+00,-2.31E+00
1.33E+00,-2.08E+00
1.33E+00,-2.08E+00
1.33E+00,-2.24E+00
1.33E+00,-2.04E+00
1.33E+00,-2.10E+00
1.33E+00,-2.22E+00
1.33E+00,-2.08E+00
1.33E+00,-2.12E+00
1.33E+00,-2.12E+00
1.33E+00,-2.08E+00
1.33E+00,-2.28E+00
1.33E+00,-2.04E+00
1.33E+00,-2.12E+00
1.33E+00,-2.28E+00
1.33E+00,-2.12E+00
1.33E+00,-2.08E+00
1.33E+00,-2.28E+00
1.33E+00,-2.04E+00
1.33E+00,-2.06E+00
1.33E+00,-2.10E+00
1.33E+00,-2.12E+00
1.33E+00,-2.02E+00
1.33E+00,-2.08E+00
1.33E+00,-1.98E+00
1.33E+00,-2.18E+00
1.33E+00,-2.08E+00
1.33E+00,-1.98E+00
1.33E+00,-2.22E+00
1.33E+00,-2.06E+00
1.33E+00,-2.00E+00
1.33E+00,-2.26E+00
1.33E+00,-2.10E+00
1.33E+00,-2.06E+00
1.33E+00,-2.14E+00
1.33E+00,-2.04E+00
1.33E+00,-2.08E+00
1.33E+00,-2.10E+00
1.33E+00,-1.96E+00
1.33E+00,-2.08E+00
1.33E+00,-2.02E+00
1.33E+00,-2.00E+00
1.33E+00,-2.12E+00
1.33E+00,-2.06E+00
1.33E+00,-1.96E+00
1.33E+00,-2.20E+00
1.33E+00,-1.96E+00
1.33E+00,-1.96E+00
1.33E+00,-2.22E+00
1.33E+00,-1.96E+00
1.33E+00,-1.98E+00
1.33E+00,-2.04E+00
1.33E+00,-2.00E+00
1.33E+00,-1.94E+00
1.33E+00,-2.06E+00
1.33E+00,-1.98E+00
1.33E+00,-2.02E+00
1.33E+00,-1.96E+00
1.33E+00,-1.94E+00
1.33E+00,-2.18E+00
1.33E+00,-1.96E+00
1.33E+00,-1.98E+00
1.33E+00,-2.14E+00
1.33E+00,-1.94E+00
1.33E+00,-1.98E+00
1.33E+00,-2.10E+00
1.33E+00,-1.98E+00
1.33E+00,-2.00E+00
1.33E+00,-2.04E+00
1.33E+00,-1.94E+00
1.33E+00,-1.96E+00
1.33E+00,-2.06E+00
1.33E+00,-1.87E+00
1.33E+00,-1.96E+00
1.33E+00,-2.00E+00
1.33E+00,-1.85E+00
1.33E+00,-2.06E+00
1.33E+00,-1.90E+00
1.33E+00,-1.87E+00
1.33E+00,-2.14E+00
1.33E+00,-1.92E+00
1.33E+00,-1.92E+00
1.33E+00,-2.02E+00
1.33E+00,-1.83E+00
1.33E+00,-1.85E+00
1.33E+00,-1.94E+00
1.33E+00,-1.87E+00
1.33E+00,-1.96E+00
1.33E+00,-1.92E+00
1.33E+00,-1.88E+00
1.33E+00,-1.98E+00
1.33E+00,-1.85E+00
1.33E+00,-1.85E+00
1.33E+00,-2.00E+00
1.33E+00,-1.87E+00
1.33E+00,-1.90E+00
1.33E+00,-2.02E+00
1.33E+00,-1.85E+00
1.33E+00,-1.85E+00
1.33E+00,-2.04E+00
1.33E+00,-1.87E+00
1.33E+00,-1.81E+00
1.33E+00,-1.98E+00
1.33E+00,-1.81E+00
1.33E+00,-1.92E+00
1.33E+00,-1.85E+00
1.33E+00,-1.81E+00
1.33E+00,-2.00E+00
1.33E+00,-1.81E+00
1.33E+00,-1.81E+00
1.33E+00,-2.00E+00
1.33E+00,-1.83E+00
1.33E+00,-1.81E+00
1.33E+00,-1.92E+00
1.33E+00,-1.83E+00
1.33E+00,-1.81E+00
1.33E+00,-1.87E+00
1.33E+00,-1.77E+00
1.33E+00,-1.81E+00
1.33E+00,-1.87E+00
1.33E+00,-1.83E+00
1.33E+00,-1.83E+00
1.33E+00,-1.75E+00
1.33E+00,-1.73E+00
1.33E+00,-2.00E+00
1.33E+00,-1.75E+00
1.33E+00,-1.75E+00
1.33E+00,-1.92E+00
1.33E+00,-1.75E+00
1.33E+00,-1.73E+00
1.33E+00,-1.87E+00
1.33E+00,-1.73E+00
1.33E+00,-1.73E+00
1.33E+00,-1.77E+00
1.33E+00,-1.71E+00
1.33E+00,-1.79E+00
1.33E+00,-1.75E+00
1.33E+00,-1.73E+00
1.33E+00,-1.85E+00
1.33E+00,-1.73E+00
1.33E+00,-1.69E+00
1.33E+00,-1.90E+00
1.33E+00,-1.69E+00
1.33E+00,-1.67E+00
1.33E+00,-1.85E+00
1.33E+00,-1.71E+00
1.33E+00,-1.71E+00
1.33E+00,-1.77E+00
1.33E+00,-1.71E+00
1.33E+00,-1.73E+00
1.33E+00,-1.73E+00
1.33E+00,-1.61E+00
1.33E+00,-1.79E+00
1.33E+00,-1.67E+00
1.33E+00,-1.65E+00
1.33E+00,-1.87E+00
1.33E+00,-1.73E+00
1.33E+00,-1.61E+00
1.33E+00,-1.85E+00
1.33E+00,-1.65E+00
1.33E+00,-1.65E+00
1.33E+00,-1.73E+00
1.33E+00,-1.65E+00
1.33E+00,-1.61E+00
1.33E+00,-1.69E+00
1.33E+00,-1.63E+00
1.33E+00,-1.75E+00
1.33E+00,-1.65E+00
1.33E+00,-1.63E+00
1.33E+00,-1.79E+00
1.33E+00,-1.63E+00
1.33E+00,-1.57E+00
1.33E+00,-1.79E+00
1.33E+00,-1.55E+00
1.33E+00,-1.61E+00
1.33E+00,-1.79E+00
1.33E+00,-1.61E+00
1.33E+00,-1.63E+00
1.33E+00,-1.65E+00
1.33E+00,-1.51E+00
1.33E+00,-1.61E+00
1.33E+00,-1.63E+00
1.33E+00,-1.59E+00
1.33E+00,-1.73E+00
1.33E+00,-1.57E+00
1.33E+00,-1.49E+00
1.33E+00,-1.81E+00
1.33E+00,-1.57E+00
1.33E+00,-1.55E+00
1.33E+00,-1.65E+00
1.33E+00,-1.61E+00
1.33E+00,-1.51E+00
1.33E+00,-1.65E+00
1.33E+00,-1.51E+00
1.33E+00,-1.55E+00
1.33E+00,-1.57E+00
1.33E+00,-1.49E+00
1.33E+00,-1.53E+00
1.33E+00,-1.57E+00
1.33E+00,-1.49E+00
1.33E+00,-1.71E+00
1.33E+00,-1.51E+00
1.33E+00,-1.44E+00
1.33E+00,-1.75E+00
1.33E+00,-1.53E+00
1.33E+00,-1.49E+00
1.33E+00,-1.61E+00
1.33E+00,-1.46E+00
1.33E+00,-1.46E+00
1.33E+00,-1.51E+00
1.33E+00,-1.46E+00
1.33E+00,-1.44E+00
1.33E+00,-1.49E+00
1.33E+00,-1.44E+00
1.33E+00,-1.57E+00
1.33E+00,-1.47E+00
1.33E+00,-1.44E+00
1.33E+00,-1.63E+00
1.33E+00,-1.44E+00
1.33E+00,-1.42E+00
1.33E+00,-1.71E+00
1.33E+00,-1.36E+00
1.33E+00,-1.40E+00
1.33E+00,-1.57E+00
1.33E+00,-1.42E+00
1.33E+00,-1.46E+00
1.33E+00,-1.44E+00
1.33E+00,-1.36E+00
1.33E+00,-1.46E+00
1.33E+00,-1.40E+00
1.33E+00,-1.49E+00
1.33E+00,-1.46E+00
1.33E+00,-1.38E+00
1.33E+00,-1.34E+00
1.33E+00,-1.59E+00
1.33E+00,-1.36E+00
1.33E+00,-1.36E+00
1.33E+00,-1.57E+00
1.33E+00,-1.42E+00
1.33E+00,-1.42E+00
1.33E+00,-1.46E+00
1.33E+00,-1.38E+00
1.33E+00,-1.36E+00
1.33E+00,-1.40E+00
1.33E+00,-1.36E+00
1.33E+00,-1.47E+00
1.33E+00,-1.36E+00
1.33E+00,-1.30E+00
1.33E+00,-1.51E+00
1.33E+00,-1.36E+00
1.33E+00,-1.32E+00
1.33E+00,-1.51E+00
1.33E+00,-1.32E+00
1.33E+00,-1.32E+00
1.33E+00,-1.44E+00
1.33E+00,-1.28E+00
1.33E+00,-1.34E+00
1.33E+00,-1.36E+00
1.33E+00,-1.28E+00
1.33E+00,-1.32E+00
1.33E+00,-1.30E+00
1.33E+00,-1.24E+00
1.33E+00,-1.42E+00
1.33E+00,-1.36E+00
1.33E+00,-1.28E+00
1.33E+00,-1.47E+00
1.33E+00,-1.20E+00
1.33E+00,-1.26E+00
1.33E+00,-1.46E+00
1.33E+00,-1.32E+00
1.33E+00,-1.22E+00
1.33E+00,-1.36E+00
1.33E+00,-1.22E+00
1.33E+00,-1.22E+00
1.33E+00,-1.28E+00
1.33E+00,-1.26E+00
1.33E+00,-1.24E+00
1.33E+00,-1.24E+00
1.33E+00,-1.18E+00
1.33E+00,-1.42E+00
1.33E+00,-1.22E+00
1.33E+00,-1.28E+00
1.33E+00,-1.32E+00
1.33E+00,-1.22E+00
1.33E+00,-1.16E+00
1.33E+00,-1.28E+00
1.33E+00,-1.18E+00
1.33E+00,-1.24E+00
1.33E+00,-1.24E+00
1.33E+00,-1.22E+00
1.33E+00,-1.24E+00
1.33E+00,-1.26E+00
1.33E+00,-1.14E+00
1.33E+00,-1.36E+00
1.33E+00,-1.16E+00
1.33E+00,-1.16E+00
1.33E+00,-1.32E+00
1.33E+00,-1.20E+00
1.33E+00,-1.14E+00
1.33E+00,-1.28E+00
1.33E+00,-1.08E+00
1.33E+00,-1.14E+00
1.33E+00,-1.22E+00
1.33E+00,-1.08E+00
1.33E+00,-1.12E+00
1.33E+00,-1.14E+00
1.33E+00,-1.10E+00
1.33E+00,-1.14E+00
1.33E+00,-1.10E+00
1.33E+00,-1.06E+00
1.33E+00,-1.28E+00
1.33E+00,-1.10E+00
1.33E+00,-1.10E+00
1.33E+00,-1.30E+00
1.33E+00,-1.08E+00
1.33E+00,-1.08E+00
1.33E+00,-1.18E+00
1.33E+00,-1.06E+00
1.33E+00,-1.04E+00
1.33E+00,-1.10E+00
1.33E+00,-1.06E+00
1.33E+00,-1.12E+00
1.33E+00,-1.06E+00
1.33E+00,-1.06E+00
1.33E+00,-1.18E+00
1.33E+00,-1.12E+00
1.33E+00,-1.01E+00
1.33E+00,-1.26E+00
1.33E+00,-1.03E+00
1.33E+00,-1.01E+00
1.33E+00,-1.16E+00
1.33E+00,-9.86E-01
1.33E+00,-1.04E+00
1.33E+00,-1.14E+00
1.33E+00,-1.04E+00
1.33E+00,-1.01E+00
1.33E+00,-1.08E+00
1.33E+00,-1.03E+00
1.33E+00,-1.10E+00
1.33E+00,-1.03E+00
1.33E+00,-1.01E+00
1.33E+00,-1.14E+00
1.33E+00,-9.86E-01
1.33E+00,-9.28E-01
1.33E+00,-1.14E+00
1.33E+00,-9.67E-01
1.33E+00,-1.01E+00
1.33E+00,-1.10E+00
1.33E+00,-1.01E+00
1.33E+00,-9.28E-01
1.33E+00,-1.01E+00
1.33E+00,-9.67E-01
1.33E+00,-1.03E+00
1.33E+00,-1.01E+00
1.33E+00,-9.28E-01
1.33E+00,-1.08E+00
1.33E+00,-9.86E-01
1.33E+00,-9.28E-01
1.33E+00,-1.14E+00
1.33E+00,-9.28E-01
1.33E+00,-9.28E-01
1.33E+00,-1.14E+00
1.33E+00,-8.69E-01
1.33E+00,-8.69E-01
1.33E+00,-1.01E+00
1.33E+00,-9.86E-01
1.33E+00,-9.28E-01
1.33E+00,-9.28E-01
1.33E+00,-8.50E-01
1.33E+00,-1.08E+00
1.33E+00,-9.47E-01
1.33E+00,-8.50E-01
1.33E+00,-1.06E+00
1.33E+00,-8.69E-01
1.33E+00,-8.50E-01
1.33E+00,-1.04E+00
1.33E+00,-8.30E-01
1.33E+00,-8.11E-01
1.33E+00,-9.67E-01
1.33E+00,-9.08E-01
1.33E+00,-8.69E-01
1.33E+00,-9.28E-01
1.33E+00,-8.30E-01
1.33E+00,-9.28E-01
1.33E+00,-8.50E-01
1.33E+00,-8.30E-01
1.33E+00,-1.01E+00
1.33E+00,-8.50E-01
1.33E+00,-8.50E-01
1.33E+00,-9.67E-01
1.33E+00,-8.30E-01
1.34E+00,-7.71E-01
1.34E+00,-1.01E+00
1.34E+00,-7.91E-01
1.34E+00,-8.11E-01
1.34E+00,-8.50E-01
1.34E+00,-8.69E-01
1.34E+00,-8.11E-01
1.34E+00,-7.71E-01
1.34E+00,-7.91E-01
1.34E+00,-8.50E-01
1.34E+00,-8.30E-01
1.34E+00,-7.32E-01
1.34E+00,-9.67E-01
1.34E+00,-7.32E-01
1.34E+00,-7.91E-01
1.34E+00,-9.86E-01
1.34E+00,-7.91E-01
1.34E+00,-7.71E-01
1.34E+00,-8.11E-01
1.34E+00,-7.32E-01
1.34E+00,-7.91E-01
1.34E+00,-8.50E-01
1.34E+00,-7.71E-01
1.34E+00,-8.30E-01
1.34E+00,-7.91E-01
1.34E+00,-7.32E-01
1.34E+00,-9.67E-01
1.34E+00,-7.32E-01
1.34E+00,-8.11E-01
1.34E+00,-8.89E-01
1.34E+00,-7.13E-01
1.34E+00,-7.13E-01
1.34E+00,-8.89E-01
1.34E+00,-7.13E-01
1.34E+00,-7.13E-01
1.34E+00,-7.32E-01
1.34E+00,-7.52E-01
1.34E+00,-7.13E-01
1.34E+00,-7.52E-01
1.34E+00,-6.54E-01
1.34E+00,-8.50E-01
1.34E+00,-7.13E-01
1.34E+00,-6.93E-01
1.34E+00,-8.69E-01
1.34E+00,-6.35E-01
1.34E+00,-5.76E-01
1.34E+00,-7.91E-01
1.34E+00,-6.54E-01
1.34E+00,-6.15E-01
1.34E+00,-8.30E-01
1.34E+00,-6.15E-01
1.34E+00,-6.54E-01
1.34E+00,-6.15E-01
1.34E+00,-5.96E-01
1.34E+00,-6.74E-01
1.34E+00,-7.13E-01
1.34E+00,-6.35E-01
1.34E+00,-7.52E-01
1.34E+00,-6.93E-01
1.34E+00,-5.76E-01
1.34E+00,-7.91E-01
1.34E+00,-6.54E-01
1.34E+00,-5.96E-01
1.34E+00,-7.13E-01
1.34E+00,-5.96E-01
1.34E+00,-5.96E-01
1.34E+00,-6.93E-01
1.34E+00,-5.57E-01
1.34E+00,-5.18E-01
1.34E+00,-5.96E-01
1.34E+00,-5.76E-01
1.34E+00,-6.54E-01
1.34E+00,-5.96E-01
1.34E+00,-5.96E-01
1.34E+00,-7.91E-01
1.34E+00,-6.35E-01
1.34E+00,-5.57E-01
1.34E+00,-7.13E-01
1.34E+00,-5.57E-01
1.34E+00,-5.76E-01
1.34E+00,-7.13E-01
1.34E+00,-5.18E-01
1.34E+00,-5.96E-01
1.34E+00,-5.57E-01
1.34E+00,-5.37E-01
1.34E+00,-5.76E-01
1.34E+00,-5.37E-01
1.34E+00,-4.98E-01
1.34E+00,-6.15E-01
1.34E+00,-4.98E-01
1.34E+00,-5.18E-01
1.34E+00,-7.13E-01
1.34E+00,-5.76E-01
1.34E+00,-4.79E-01
1.34E+00,-6.93E-01
1.34E+00,-4.98E-01
1.34E+00,-4.59E-01
1.34E+00,-5.96E-01
1.34E+00,-5.37E-01
1.34E+00,-4.98E-01
1.34E+00,-5.37E-01
1.34E+00,-5.18E-01
1.34E+00,-5.57E-01
1.34E+00,-5.37E-01
1.34E+00,-5.37E-01
1.34E+00,-6.54E-01
1.34E+00,-4.79E-01
1.34E+00,-4.98E-01
1.34E+00,-6.35E-01
1.34E+00,-4.98E-01
1.34E+00,-4.79E-01
1.34E+00,-5.57E-01
1.34E+00,-4.00E-01
1.34E+00,-4.98E-01
1.34E+00,-4.98E-01
1.34E+00,-4.00E-01
1.34E+00,-4.59E-01
1.34E+00,-4.59E-01
1.34E+00,-4.00E-01
1.34E+00,-5.76E-01
1.34E+00,-4.79E-01
1.34E+00,-4.59E-01
1.34E+00,-6.93E-01
1.34E+00,-4.39E-01
1.34E+00,-3.61E-01
1.34E+00,-5.57E-01
1.34E+00,-4.20E-01
1.34E+00,-4.20E-01
1.34E+00,-5.37E-01
1.34E+00,-4.39E-01
1.34E+00,-4.79E-01
1.34E+00,-4.59E-01
1.34E+00,-3.61E-01
1.34E+00,-4.98E-01
1.34E+00,-4.20E-01
1.34E+00,-3.81E-01
1.34E+00,-5.96E-01
1.34E+00,-4.20E-01
1.34E+00,-4.00E-01
1.34E+00,-6.15E-01
1.34E+00,-3.22E-01
1.34E+00,-3.42E-01
1.34E+00,-4.39E-01
1.34E+00,-3.42E-01
1.34E+00,-3.03E-01
1.34E+00,-4.20E-01
1.34E+00,-4.59E-01
1.34E+00,-3.61E-01
1.34E+00,-4.00E-01
1.34E+00,-2.44E-01
1.34E+00,-4.79E-01
1.34E+00,-3.81E-01
1.34E+00,-3.42E-01
1.34E+00,-5.76E-01
1.34E+00,-2.64E-01
1.34E+00,-3.42E-01
1.34E+00,-4.79E-01
1.34E+00,-3.22E-01
1.34E+00,-3.42E-01
1.34E+00,-4.98E-01
1.34E+00,-3.22E-01
1.34E+00,-3.03E-01
1.34E+00,-3.42E-01
1.34E+00,-3.03E-01
1.34E+00,-3.42E-01
1.34E+00,-3.03E-01
1.34E+00,-3.22E-01
1.34E+00,-4.98E-01
1.34E+00,-3.03E-01
1.34E+00,-2.64E-01
1.34E+00,-4.79E-01
1.34E+00,-3.22E-01
1.34E+00,-2.64E-01
1.34E+00,-4.98E-01
1.34E+00,-3.03E-01
1.34E+00,-2.64E-01
1.34E+00,-4.20E-01
1.34E+00,-2.64E-01
1.34E+00,-3.61E-01
1.34E+00,-2.44E-01
1.34E+00,-1.86E-01
1.34E+00,-3.42E-01
1.34E+00,-3.61E-01
1.34E+00,-2.64E-01
1.34E+00,-4.39E-01
1.34E+00,-2.25E-01
1.34E+00,-2.25E-01
1.34E+00,-4.39E-01
1.34E+00,-2.05E-01
1.34E+00,-3.03E-01
1.34E+00,-3.42E-01
1.34E+00,-2.64E-01
1.34E+00,-3.03E-01
1.34E+00,-3.22E-01
1.34E+00,-1.66E-01
1.34E+00,-2.25E-01
1.34E+00,-2.83E-01
1.34E+00,-2.64E-01
1.34E+00,-3.61E-01
1.34E+00,-2.44E-01
1.34E+00,-2.83E-01
1.34E+00,-4.59E-01
1.34E+00,-2.25E-01
1.34E+00,-1.66E-01
1.34E+00,-4.20E-01
1.34E+00,-2.05E-01
1.34E+00,-2.25E-01
1.34E+00,-2.83E-01
1.34E+00,-2.05E-01
1.34E+00,-2.64E-01
1.34E+00,-3.22E-01
1.34E+00,-2.05E-01
1.34E+00,-2.83E-01
1.34E+00,-1.86E-01
1.34E+00,-1.46E-01
1.34E+00,-3.81E-01
1.34E+00,-2.25E-01
1.34E+00,-1.66E-01
1.34E+00,-4.00E-01
1.34E+00,-1.46E-01
1.34E+00,-1.66E-01
1.34E+00,-2.83E-01
1.34E+00,-1.66E-01
1.34E+00,-1.66E-01
1.34E+00,-2.25E-01
1.34E+00,-1.07E-01
1.34E+00,-2.25E-01
1.34E+00,-2.25E-01
1.34E+00,-1.46E-01
1.34E+00,-2.83E-01
1.34E+00,-1.46E-01
1.34E+00,-1.46E-01
1.34E+00,-3.61E-01
1.34E+00,-1.27E-01
1.34E+00,-1.86E-01
1.34E+00,-2.83E-01
1.34E+00,-1.27E-01
1.34E+00,-1.07E-01
1.34E+00,-1.86E-01
1.34E+00,-4.88E-02
1.34E+00,-2.05E-01
1.34E+00,-2.05E-01
1.34E+00,-1.86E-01
1.34E+00,-3.03E-01
1.34E+00,-2.25E-01
1.34E+00,-6.84E-02
1.34E+00,-3.81E-01
1.34E+00,-8.79E-02
1.34E+00,-1.07E-01
1.34E+00,-3.42E-01
1.34E+00,-1.46E-01
1.34E+00,-1.86E-01
1.34E+00,-2.25E-01
1.34E+00,-6.84E-02
1.34E+00,-1.46E-01
1.34E+00,-8.79E-02
1.34E+00,-8.79E-02
1.34E+00,-1.27E-01
1.34E+00,-1.07E-01
1.34E+00,-8.79E-02
1.34E+00,-3.03E-01
1.34E+00,-6.84E-02
1.34E+00,-1.27E-01
1.34E+00,-3.22E-01
1.34E+00,-1.46E-01
1.34E+00,-1.27E-01
1.34E+00,-2.64E-01
1.34E+00,-1.07E-01
1.34E+00,-9.77E-03
1.34E+00,-1.86E-01
1.34E+00,-6.84E-02
1.34E+00,-1.86E-01
1.34E+00,-1.27E-01
1.34E+00,-8.79E-02
1.34E+00,-2.44E-01
1.34E+00,-2.93E-02
1.34E+00,-8.79E-02
1.34E+00,-2.25E-01
1.34E+00,-4.88E-02
1.34E+00,-1.07E-01
1.34E+00,-2.05E-01
1.34E+00,-8.79E-02
1.34E+00,-4.88E-02
1.34E+00,-1.86E-01
1.34E+00,9.77E-03
1.34E+00,-8.79E-02
1.34E+00,-8.79E-02
1.34E+00,-6.84E-02
1.34E+00,-2.05E-01
1.34E+00,-8.79E-02
1.34E+00,-9.77E-03
1.34E+00,-3.03E-01
1.34E+00,-2.93E-02
1.34E+00,-6.84E-02
1.34E+00,-2.64E-01
1.34E+00,-1.07E-01
1.34E+00,-6.84E-02
1.34E+00,-1.46E-01
1.34E+00,-6.84E-02
1.34E+00,-4.88E-02
1.34E+00,-6.84E-02
1.34E+00,-4.88E-02
1.34E+00,-1.07E-01
1.34E+00,9.77E-03
1.34E+00,-4.88E-02
1.34E+00,-2.05E-01
1.34E+00,-4.88E-02
1.34E+00,-6.84E-02
1.34E+00,-1.66E-01
1.34E+00,-4.88E-02
1.34E+00,-9.77E-03
1.34E+00,-1.46E-01
1.34E+00,-6.84E-02
1.34E+00,-6.84E-02
1.34E+00,-8.79E-02
1.34E+00,-6.84E-02
1.34E+00,-6.84E-02
1.34E+00,-9.77E-03
1.34E+00,-1.07E-01
1.34E+00,-2.05E-01
1.34E+00,-9.77E-03
1.34E+00,4.88E-02
1.34E+00,-2.44E-01
1.34E+00,2.93E-02
1.34E+00,9.77E-03
1.34E+00,-2.25E-01
1.34E+00,-9.77E-03
1.34E+00,9.77E-03
1.34E+00,-1.27E-01
1.34E+00,2.93E-02
1.34E+00,-6.84E-02
1.34E+00,-9.77E-03
1.34E+00,-9.77E-03
1.34E+00,-4.88E-02
1.34E+00,-9.77E-03
1.34E+00,2.93E-02
